12/18/2024 11:34:02 PM,User1,4455,-1
12/18/2024 11:42:26 PM,User1,4455,-1
12/18/2024 11:43:09 PM,User1,4455,-1
12/18/2024 11:45:40 PM,User1,4455,-1
12/18/2024 11:47:58 PM,User1,4455,-1
12/18/2024 11:49:28 PM,User1,4455,-1
12/18/2024 11:50:18 PM,User1,4455,-1
12/18/2024 11:53:52 PM,User1,4455,-1
12/18/2024 11:55:37 PM,User1,4455,-1
12/22/2024 10:56:41 PM,User1,4455,-1
12/22/2024 10:57:05 PM,User1,4455,-1
12/24/2024 6:28:12 PM,User1,4455,-1
12/24/2024 6:31:13 PM,User1,4455,-1
12/24/2024 6:32:05 PM,User1,4455,-1
12/24/2024 6:33:49 PM,User1,4455,-1
12/24/2024 6:34:20 PM,User1,4455,-1
12/24/2024 6:38:13 PM,User1,4455,-1
12/24/2024 6:39:53 PM,User1,4455,-1
12/24/2024 6:42:16 PM,User1,4455,-1
12/25/2024 9:25:36 PM,User1,4455,-1
12/25/2024 9:43:56 PM,User1,4455,-1
